KEY,en,notes,sp,fr,de,it,pt-br,zh
CUTSCENE_TERMINATOR_2,C-1000 正在巡逻！,,¡El C-1000 está al acecho!,C-1000 vous traque !,Der C-1000 geht auf Beutejagd!,Il C-1000 è in agguato!,G-1000 está à espreita!,C-1000 正在巡邏！
CUTSCENE_TERMINATOR_2_REMATCH,C-1000 正在巡逻！,,¡El C-1000 está al acecho!,C-1000 vous traque !,Der C-1000 geht auf Beutejagd!,Il C-1000 è in agguato!,G-1000 está à espreita!,C-1000 正在巡邏！
CUTSCENE_TERMINATOR_3,希特勒回来了！,,¡Hitler ha vuelto!,Hitler est de retour !,Hitler ist zurückgekehrt!,Hitler è tornato!,Hitler voltou!,希特勒回來了！
CUTSCENE_TERMINATOR_3_REMATCH,希特勒回来了！,,¡Hitler ha vuelto!,Hitler est de retour !,Hitler ist zurückgekehrt!,Hitler è tornato!,Hitler voltou!,希特勒回來了！
,,,,,,,,
//npc favor unlocks,,,,,,,,
FAVOR_BEANIES_INTRO,一个特别的工作。,,Un encargo especial.,Un travail spécial.,Eine ganz besondere Aufgabe.,Un incarico speciale.,Um trabalho especial.,一個特別的工作。
FAVOR_BEANIES_REPEAT,一个支线任务物品。,,Un objeto de misión secundaria.,Un objet de quête secondaire.,Ein Gegenstand für eine Nebenquest.,Un oggetto per una missione secondaria.,Um item de missão secundária.,一個支線任務物品。
FAVOR_BUTCH_UPGRADE,升级你的物品存储。,,Mejora tu almacén de objetos.,Une amélioration pour le rangement de vos objets.,Wertet deinen Lagerplatz auf.,Potenzia il deposito oggetti.,Aprimore seu armazenamento de itens.,升級你的物品存儲。
FAVOR_TINK_BOW,这是个秘密！,,¡Es un secreto!,C'est un secret !,Ein Geheimnis!,È un segreto!,É segredo!,這是個祕密！
FAVOR_TINK_TAGS,一些帮助整理你猫咪的东西。,,Algo para ayudarte a organizar los gatos.,Quelque chose pour mieux organiser vos chats.,"Etwas, das dir hilft, deine Katzen zu sortieren.",Qualcosa per aiutarti a organizzare i tuoi gatti.,Algo para ajudar você a organizar seus gatos.,一些幫助整理你貓咪的東西。
FAVOR_TINK_BASESTATS,帮助繁育猫咪的信息。,,Información para ayudarte a hacer que los gatos se apareen.,Des informations pour le croisement des chats.,Information über das Züchten von Katzen.,Informazioni per aiutarti ad allevare i gatti.,Informações para ajudar a cruzar gatos.,幫助繁育貓咪的信息。
FAVOR_TINK_INBREEDING,检查猫咪血统的方法。,,Una forma de comprobar la ascendencia de un gato.,Une manière d'en savoir plus sur la généalogie d'un chat.,"Eine Möglichkeit, die Abstammung deiner Katzen anzuzeigen.",Un modo per verificare la discendenza di un gatto.,Uma forma de conferir a árvore genealógica do seu gato.,檢查貓咪血統的方法。
FAVOR_TINK_AGRESSION,帮助了解猫咪性格的信息。,,Información para comprender mejor la personalidad de un gato.,Des informations pour comprendre la personnalité d'un chat.,Infos über die Persönlichkeit deiner Katzen.,Informazioni per aiutarti a capire la personalità di un gatto.,Informações para ajudar você a compreender a personalidade de um gato.,幫助瞭解貓咪性格的信息。
FAVOR_TINK_SEXUALITY,同性恋雷达。,,Gaydar.,Un gaydar.,Gaydar.,Gaydar.,Gaydar.,同性戀雷達。
FAVOR_TINK_RELATIONSHIPS,帮助了解猫咪关系的信息。,,Información para comprender mejor las relaciones de un gato.,Des informations pour comprendre les relations d'un chat.,Infos über die Beziehungen deiner Katzen.,Informazioni per aiutarti a capire le relazioni di un gatto.,Informações para ajudar você a compreender os relacionamentos de um gato.,幫助瞭解貓咪關係的信息。
FAVOR_TINK_MAX,25个金币,,25 monedas.,25&nbsp;pièces.,25&nbsp;Münzen,25 monete.,25 moedas.,25個金幣
FAVOR_FRANK_ATTIC,一个阁楼。,,Un desván.,Un grenier.,Ein Dachboden.,Una soffitta.,Um sótão.,一個閣樓。
FAVOR_FRANK_ROOM,你家的另一个房间。,,Otra habitación para tu casa.,Une autre pièce dans votre maison.,Ein neues Zimmer für dein Haus.,Un'altra stanza per la tua casa.,Outro cômodo para a sua casa.,你家的另一個房間。
FAVOR_FRANK_PARASITE,一个随机寄生虫。,,Un parásito al azar.,Un parasite au hasard.,Ein zufälliger Parasit.,Un parassita casuale.,Um parasita aleatório.,一個隨機寄生蟲。
FAVOR_JACK_UPGRADE,更多家具出售。,,Más muebles a la venta.,Plus de meubles à vendre.,Mehr Möbel zum Verkauf.,Altri mobili in vendita.,Mais móveis à venda.,更多傢俱出售。
FAVOR_JACK_MAX,增加商店中稀有家具的概率。,,Aumenta la probabilidad de que haya muebles inusuales en la tienda.,Augmentation de la probabilité de meubles rares dans la boutique.,Erhöht die Wahrscheinlichkeit für seltene Möbel im Shop.,Aumenta la probabilità di trovare mobili rari nel negozio.,Aumenta a chance de móveis raros na loja.,增加商店中稀有傢俱的概率。
FAVOR_TRACY_FOOD,储备一个食物盒。,,Pone a la venta una caja de comida.,Garde une boîte de nourriture.,Bietet eine Futterbox zum Verkauf an.,Contiene una scatola di cibo.,Armazena uma caixa de comida.,儲備一個食物盒。
FAVOR_TRACY_COLLAR,储备一个空项圈。,,Pone a la venta un collar en blanco.,Garde un collier vierge.,Bietet ein leeres Halsband zum Verkauf an.,Contiene un collare in bianco.,Armazena uma coleira vazia.,儲備一個空項圈。
FAVOR_TRACY_IDOL,存放特殊家具偶像。,,"Pone a la venta un ídolo, un mueble especial.",Garde une idole spéciale.,Bietet ein besonderes Idol zum Verkauf an.,Contiene un idolo d'arredamento speciale.,Armazena um ídolo de móvel especial.,存放特殊傢俱偶像。
FAVOR_TRACY_RARE,以低价存放随机稀有物品。,,Pone a la venta un objeto inusual barato al azar.,Garde un objet rare aléatoire pour pas cher.,Bietet einen zufälligen seltenen Gegenstand zum Sonderpreis an.,Contiene un oggetto raro casuale a basso prezzo.,Armazena um item raro aleatório de baixo custo.,以低價存放隨機稀有物品。
FAVOR_GRINDER_UPGRADE,从失败的冒险中回收更多物品。,,Recupera más cosas de las partidas perdidas.,Récupère plus d'objets des parties perdues.,Rettet mehr Gegenstände nach verlorenen Abenteuern.,Recupera più oggetti dalle partite fallite.,Recupera mais coisas de partidas perdidas.,從失敗的冒險中回收更多物品。
FAVOR_GRINDER_SYRINGE,随机的疾病注射器。,,Una jeringuilla que inflige un trastorno al azar.,Une seringue d'un trouble au hasard.,Eine Spritze mit einer zufälligen Krankheit.,Una siringa per un disturbo casuale.,Uma seringa com um transtorno aleatório.,隨機的疾病注射器。
